2025-03-03 09:09:13.695 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - [initialize,109] - Located property source: [BootstrapPropertySource {name='bootstrapProperties-pcmis-user.yml,pcmis'}, BootstrapPropertySource {name='bootstrapProperties-pcmis-user,pcmis'}, BootstrapPropertySource {name='bootstrapProperties-pcmis-user.yaml,pcmis'}]
2025-03-03 09:09:13.707 [main] INFO  c.l.u.UserApplication - [logStartupProfileInfo,640] - No active profile set, falling back to 1 default profile: "default"
2025-03-03 09:09:14.788 [main] INFO  o.s.c.c.s.GenericScope - [setSerializationId,283] - BeanFactory id=135a5cf6-7dcc-37d0-9dfb-4ee0c5217670
2025-03-03 09:09:15.274 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,376] - Bean 'org.springframework.cloud.commons.config.CommonsConfigAutoConfiguration' of type [org.springframework.cloud.commons.config.CommonsConfigAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2025-03-03 09:09:15.279 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,376] - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2025-03-03 09:09:15.280 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,376] - Bean 'loadBalancerClientsDefaultsMappingsProvider' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration$$Lambda$554/0x0000000801038240] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2025-03-03 09:09:15.284 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,376] - Bean 'defaultsBindHandlerAdvisor' of type [org.springframework.cloud.commons.config.DefaultsBindHandlerAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2025-03-03 09:09:15.290 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,376] - Bean 'spring.cloud.sentinel-com.alibaba.cloud.sentinel.SentinelProperties' of type [com.alibaba.cloud.sentinel.SentinelProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2025-03-03 09:09:15.294 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,376] - Bean 'com.alibaba.cloud.sentinel.custom.SentinelAutoConfiguration' of type [com.alibaba.cloud.sentinel.custom.SentinelAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2025-03-03 09:09:15.728 [main] INFO  o.s.b.w.e.t.TomcatWebServer - [initialize,108] - Tomcat initialized with port(s): 9040 (http)
2025-03-03 09:09:15.747 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9040"]
2025-03-03 09:09:15.748 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
2025-03-03 09:09:15.749 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.58]
2025-03-03 09:09:16.108 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
2025-03-03 09:09:16.109 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - [prepareWebApplicationContext,290] - Root WebApplicationContext: initialization completed in 2370 ms
2025-03-03 09:09:16.452 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - [initialize,109] - Located property source: [BootstrapPropertySource {name='bootstrapProperties-pcmis-user.yml,pcmis'}, BootstrapPropertySource {name='bootstrapProperties-pcmis-user,pcmis'}, BootstrapPropertySource {name='bootstrapProperties-pcmis-user.yaml,pcmis'}]
2025-03-03 09:09:16.462 [main] INFO  c.l.u.UserApplication - [logStartupProfileInfo,640] - No active profile set, falling back to 1 default profile: "default"
2025-03-03 09:09:16.620 [main] INFO  o.s.c.o.FeignClientFactoryBean - [getTarget,418] - For 'pcmis-case' URL not provided. Will try picking an instance via load-balancing.
2025-03-03 09:09:17.430 [main] INFO  c.a.c.s.SentinelWebMvcConfigurer - [addInterceptors,52] - [Sentinel Starter] register SentinelWebInterceptor with urlPatterns: [/**].
2025-03-03 09:09:17.726 [main] INFO  o.s.c.c.s.GenericScope - [setSerializationId,283] - BeanFactory id=135a5cf6-7dcc-37d0-9dfb-4ee0c5217670
2025-03-03 09:09:18.312 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,376] - Bean 'org.springframework.cloud.commons.config.CommonsConfigAutoConfiguration' of type [org.springframework.cloud.commons.config.CommonsConfigAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2025-03-03 09:09:18.326 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,376] - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2025-03-03 09:09:18.328 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,376] - Bean 'loadBalancerClientsDefaultsMappingsProvider' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration$$Lambda$554/0x000000080103ce70] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2025-03-03 09:09:18.333 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,376] - Bean 'defaultsBindHandlerAdvisor' of type [org.springframework.cloud.commons.config.DefaultsBindHandlerAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2025-03-03 09:09:18.342 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,376] - Bean 'spring.cloud.sentinel-com.alibaba.cloud.sentinel.SentinelProperties' of type [com.alibaba.cloud.sentinel.SentinelProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2025-03-03 09:09:18.346 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,376] - Bean 'com.alibaba.cloud.sentinel.custom.SentinelAutoConfiguration' of type [com.alibaba.cloud.sentinel.custom.SentinelAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2025-03-03 09:09:18.812 [main] INFO  o.s.b.w.e.t.TomcatWebServer - [initialize,108] - Tomcat initialized with port(s): 9041 (http)
2025-03-03 09:09:18.838 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9041"]
2025-03-03 09:09:18.839 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
2025-03-03 09:09:18.840 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.58]
2025-03-03 09:09:19.198 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
2025-03-03 09:09:19.198 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - [prepareWebApplicationContext,290] - Root WebApplicationContext: initialization completed in 2693 ms
2025-03-03 09:09:19.661 [main] INFO  o.s.c.o.FeignClientFactoryBean - [getTarget,418] - For 'pcmis-case' URL not provided. Will try picking an instance via load-balancing.
2025-03-03 09:09:19.794 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-9040"]
2025-03-03 09:09:19.835 [main] INFO  o.s.b.w.e.t.TomcatWebServer - [start,220] - Tomcat started on port(s): 9040 (http) with context path ''
2025-03-03 09:09:19.935 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, pcmis pcmis-user 172.22.71.182:9040 register finished
